Density,Process,Growth Form,Size Class,Treatment Method,Terrain,PPD
66.00,Follow-up,Sprouting tree,Adult,Basal Stem + diesel,Riparian,3.81080
66.00,Follow-up,Sprouting tree,Adult,Basal Stem + diesel,Landscape,3.81080
66.00,Follow-up,Sprouting tree,Adult,Cut stump,Riparian,22.07800
66.00,Follow-up,Sprouting tree,Adult,Cut stump,Landscape,14.72080
66.00,Follow-up,Sprouting tree,Adult,Cut stump + diesel,Riparian,22.07800
66.00,Follow-up,Sprouting tree,Adult,Cut stump + diesel,Landscape,14.72080
66.00,Follow-up,Sprouting tree,Adult,Cut stump + oil,Landscape,14.72080
66.00,Follow-up,Sprouting tree,Adult,Cut stump + oil,Riparian,22.07800
66.00,Follow-up,Sprouting tree,Adult,Frill,Riparian,11.84520
66.00,Follow-up,Sprouting tree,Adult,Frill,Landscape,11.84520
66.00,Follow-up,Sprouting tree,Seedling,Foliar Spray,Riparian,3.04880
66.00,Follow-up,Sprouting tree,Seedling,Foliar Spray,Landscape,3.04880
66.00,Follow-up,Sprouting tree,Seedling,Hand pull,Riparian,3.81080
66.00,Follow-up,Sprouting tree,Seedling,Hand pull,Landscape,3.81080
66.00,Follow-up,Sprouting tree,Young,Bark Strip,Riparian,10.15080
66.00,Follow-up,Sprouting tree,Young,Bark Strip,Landscape,10.15080
66.00,Follow-up,Sprouting tree,Young,Basal Stem + diesel,Riparian,3.81080
66.00,Follow-up,Sprouting tree,Young,Basal Stem + diesel,Landscape,3.81080
66.00,Follow-up,Sprouting tree,Young,Lopping / Pruning,Riparian,13.43480
66.00,Follow-up,Sprouting tree,Young,Lopping / Pruning,Landscape,8.95680
66.00,Initial,All,All,Soil application,Riparian,6.19240
66.00,Initial,All,All,Soil application,Landscape,6.19240
66.00,Initial,Aquatic weed,All,Manual Removal,Riparian,8.53200
66.00,Initial,Aquatic weed,All,Manual Removal,Landscape,8.53200
66.00,Initial,Aquatic weed,All,Spray from boat,Riparian,1.49200
66.00,Initial,Aquatic weed,All,Spray from boat,Landscape,1.49200
66.00,Initial,Aquatic weed,All,Spray from shoreline (bakkie sakkie),Riparian,2.33800
66.00,Initial,Aquatic weed,All,Spray from shoreline (bakkie sakkie),Landscape,2.33800
66.00,Initial,Aquatic weed,All,Spray from shoreline (knapsack),Riparian,4.67600
66.00,Initial,Aquatic weed,All,Spray from shoreline (knapsack),Landscape,4.67600
66.00,Initial,Cactus,Adult,Cut & Spray,Riparian,9.29040
66.00,Initial,Cactus,Adult,Cut & Spray,Landscape,6.19240
66.00,Initial,Cactus,Adult,Stem inject,Riparian,6.19240
66.00,Initial,Cactus,Adult,Stem inject,Landscape,6.19240
66.00,Initial,Cactus,Seedling,Dig out and burn,Riparian,6.19240
66.00,Initial,Cactus,Seedling,Dig out and burn,Landscape,6.19240
66.00,Initial,Cactus,Seedling,Hand pull,Riparian,3.81080
66.00,Initial,Cactus,Seedling,Hand pull,Landscape,3.81080
66.00,Initial,Cactus,Young,Foliar Spray,Landscape,3.81080
66.00,Initial,Cactus,Young,Foliar Spray,Riparian,3.81080
66.00,Initial,Cactus,Young,Stem inject,Riparian,3.81080
66.00,Initial,Cactus,Young,Stem inject,Landscape,3.81080
66.00,Initial,Creeper,Adult,Basal Stem + diesel,Riparian,3.81080
66.00,Initial,Creeper,Adult,Basal Stem + diesel,Landscape,3.81080
66.00,Initial,Creeper,Adult,Cut & Spray,Riparian,9.29040
66.00,Initial,Creeper,Adult,Cut & Spray,Landscape,6.19240
66.00,Initial,Creeper,Adult,Cut & Spray + diesel,Riparian,9.29040
66.00,Initial,Creeper,Adult,Cut & Spray + diesel,Landscape,6.19240
66.00,Initial,Creeper,Seedling,Hand pull,Riparian,3.81080
66.00,Initial,Creeper,Seedling,Hand pull,Landscape,3.81080
66.00,Initial,Creeper,Young,Foliar Spray,Riparian,3.81080
66.00,Initial,Creeper,Young,Foliar Spray,Landscape,3.81080
66.00,Initial,Grass,Adult,Cut & Spray,Riparian,6.19240
66.00,Initial,Grass,Adult,Cut & Spray,Landscape,6.19240
66.00,Initial,Grass,Seedling,Hand pull,Riparian,3.81080
66.00,Initial,Grass,Seedling,Hand pull,Landscape,3.81080
66.00,Initial,Grass,Young,Foliar Spray,Riparian,3.04880
66.00,Initial,Grass,Young,Foliar Spray,Landscape,3.04880
66.00,Initial,Herbaceous,Adult,Basal Stem + diesel,Riparian,3.81080
66.00,Initial,Herbaceous,Adult,Basal Stem + diesel,Landscape,3.81080
66.00,Initial,Herbaceous,Adult,Cut & Spray,Riparian,9.29040
66.00,Initial,Herbaceous,Adult,Cut & Spray,Landscape,6.19240
66.00,Initial,Herbaceous,Adult,Cut & Spray + diesel,Riparian,9.29040
66.00,Initial,Herbaceous,Adult,Cut & Spray + diesel,Landscape,6.19240
66.00,Initial,Herbaceous,Seedling,Hand pull,Riparian,3.81080
66.00,Initial,Herbaceous,Seedling,Hand pull,Landscape,3.81080
66.00,Initial,Herbaceous,Young,Cut below ground,Riparian,6.19240
66.00,Initial,Herbaceous,Young,Cut below ground,Landscape,6.19240
66.00,Initial,Herbaceous,Young,Foliar Spray,Riparian,3.81080
66.00,Initial,Herbaceous,Young,Foliar Spray,Landscape,3.81080
66.00,Initial,Non sprouting tree,Adult,Felling,Riparian,15.23120
66.00,Initial,Non sprouting tree,Adult,Felling,Landscape,10.15080
66.00,Initial,Non sprouting tree,Adult,Ring bark,Riparian,8.17480
66.00,Initial,Non sprouting tree,Adult,Ring bark,Landscape,8.17480
66.00,Initial,Non sprouting tree,Seedling,Foliar Spray,Riparian,3.04880
66.00,Initial,Non sprouting tree,Seedling,Foliar Spray,Landscape,3.04880
66.00,Initial,Non sprouting tree,Seedling,Hand pull,Riparian,3.81080
66.00,Initial,Non sprouting tree,Seedling,Hand pull,Landscape,3.81080
66.00,Initial,Non sprouting tree,Young,Lopping / Pruning,Riparian,9.29040
66.00,Initial,Non sprouting tree,Young,Lopping / Pruning,Landscape,6.19240
66.00,Initial,Sprouting tree,Adult,Bark Strip,Riparian,11.84520
66.00,Initial,Sprouting tree,Adult,Bark Strip,Landscape,11.84520
66.00,Initial,Sprouting tree,Adult,Basal Stem + diesel,Riparian,3.81080
66.00,Initial,Sprouting tree,Adult,Basal Stem + diesel,Landscape,3.81080
66.00,Initial,Sprouting tree,Adult,Cut stump,Riparian,22.07800
66.00,Initial,Sprouting tree,Adult,Cut stump,Landscape,14.72080
66.00,Initial,Sprouting tree,Adult,Cut stump + diesel,Riparian,22.07800
66.00,Initial,Sprouting tree,Adult,Cut stump + diesel,Landscape,14.72080
66.00,Initial,Sprouting tree,Adult,Cut stump + oil,Landscape,14.72080
66.00,Initial,Sprouting tree,Adult,Cut stump + oil,Riparian,22.07800
66.00,Initial,Sprouting tree,Adult,Frill,Riparian,11.84520
66.00,Initial,Sprouting tree,Adult,Frill,Landscape,11.84520
66.00,Initial,Sprouting tree,Seedling,Foliar Spray,Riparian,3.04880
66.00,Initial,Sprouting tree,Seedling,Foliar Spray,Landscape,3.04880
66.00,Initial,Sprouting tree,Seedling,Hand pull,Riparian,3.81080
66.00,Initial,Sprouting tree,Seedling,Hand pull,Landscape,3.81080
66.00,Initial,Sprouting tree,Young,Bark Strip,Riparian,10.15080
66.00,Initial,Sprouting tree,Young,Bark Strip,Landscape,10.15080
66.00,Initial,Sprouting tree,Young,Basal Stem + diesel,Riparian,3.81080
66.00,Initial,Sprouting tree,Young,Basal Stem + diesel,Landscape,3.81080
66.00,Initial,Sprouting tree,Young,Lopping / Pruning,Riparian,13.43480
66.00,Initial,Sprouting tree,Young,Lopping / Pruning,Landscape,8.95680
67.00,Follow-up,All,All,Soil application,Riparian,6.36880
67.00,Follow-up,All,All,Soil application,Landscape,6.36880
67.00,Follow-up,Aquatic weed,All,Manual Removal,Riparian,8.58400
67.00,Follow-up,Aquatic weed,All,Manual Removal,Landscape,8.58400
67.00,Follow-up,Aquatic weed,All,Spray from boat,Riparian,1.50400
67.00,Follow-up,Aquatic weed,All,Spray from boat,Landscape,1.50400
67.00,Follow-up,Aquatic weed,All,Spray from shoreline (bakkie sakkie),Riparian,2.35600
67.00,Follow-up,Aquatic weed,All,Spray from shoreline (bakkie sakkie),Landscape,2.35600
67.00,Follow-up,Aquatic weed,All,Spray from shoreline (knapsack),Riparian,4.71200
67.00,Follow-up,Aquatic weed,All,Spray from shoreline (knapsack),Landscape,4.71200
67.00,Follow-up,Cactus,Adult,Cut & Spray,Riparian,9.55480
67.00,Follow-up,Cactus,Adult,Cut & Spray,Landscape,6.36880
67.00,Follow-up,Cactus,Adult,Stem inject,Riparian,6.36880
67.00,Follow-up,Cactus,Adult,Stem inject,Landscape,6.36880
67.00,Follow-up,Cactus,Seedling,Dig out and burn,Riparian,6.36880
67.00,Follow-up,Cactus,Seedling,Dig out and burn,Landscape,6.36880
67.00,Follow-up,Cactus,Seedling,Hand pull,Riparian,3.91960
67.00,Follow-up,Cactus,Seedling,Hand pull,Landscape,3.91960
67.00,Follow-up,Cactus,Young,Foliar Spray,Landscape,3.91960
67.00,Follow-up,Cactus,Young,Foliar Spray,Riparian,3.91960
67.00,Follow-up,Cactus,Young,Stem inject,Riparian,3.91960
67.00,Follow-up,Cactus,Young,Stem inject,Landscape,3.91960
67.00,Follow-up,Creeper,Adult,Basal Stem + diesel,Riparian,3.91960
67.00,Follow-up,Creeper,Adult,Basal Stem + diesel,Landscape,3.91960
67.00,Follow-up,Creeper,Adult,Cut & Spray,Riparian,9.55480
67.00,Follow-up,Creeper,Adult,Cut & Spray,Landscape,6.36880
67.00,Follow-up,Creeper,Adult,Cut & Spray + diesel,Riparian,9.55480
67.00,Follow-up,Creeper,Adult,Cut & Spray + diesel,Landscape,6.36880
67.00,Follow-up,Creeper,Seedling,Hand pull,Riparian,3.91960
67.00,Follow-up,Creeper,Seedling,Hand pull,Landscape,3.91960
67.00,Follow-up,Creeper,Young,Foliar Spray,Riparian,3.91960
67.00,Follow-up,Creeper,Young,Foliar Spray,Landscape,3.91960
67.00,Follow-up,Grass,Adult,Cut & Spray,Landscape,6.36880
67.00,Follow-up,Grass,Adult,Cut & Spray,Riparian,6.36880
67.00,Follow-up,Grass,Seedling,Hand pull,Riparian,3.91960
67.00,Follow-up,Grass,Seedling,Hand pull,Landscape,3.91960
67.00,Follow-up,Grass,Young,Foliar Spray,Riparian,3.13560
67.00,Follow-up,Grass,Young,Foliar Spray,Landscape,3.13560
67.00,Follow-up,Herbaceous,Adult,Basal Stem + diesel,Riparian,3.91960
67.00,Follow-up,Herbaceous,Adult,Basal Stem + diesel,Landscape,3.91960
67.00,Follow-up,Herbaceous,Adult,Cut & Spray,Riparian,9.55480
67.00,Follow-up,Herbaceous,Adult,Cut & Spray,Landscape,6.36880
67.00,Follow-up,Herbaceous,Adult,Cut & Spray + diesel,Riparian,9.55480
67.00,Follow-up,Herbaceous,Adult,Cut & Spray + diesel,Landscape,6.36880
67.00,Follow-up,Herbaceous,Seedling,Hand pull,Riparian,3.91960
67.00,Follow-up,Herbaceous,Seedling,Hand pull,Landscape,3.91960
67.00,Follow-up,Herbaceous,Young,Cut below ground,Riparian,6.36880
67.00,Follow-up,Herbaceous,Young,Cut below ground,Landscape,6.36880
67.00,Follow-up,Herbaceous,Young,Foliar Spray,Riparian,3.91960
67.00,Follow-up,Herbaceous,Young,Foliar Spray,Landscape,3.91960
67.00,Follow-up,Non sprouting tree,Adult,Felling,Riparian,15.66440
67.00,Follow-up,Non sprouting tree,Adult,Felling,Landscape,10.43960
67.00,Follow-up,Non sprouting tree,Adult,Ring bark,Riparian,8.40760
67.00,Follow-up,Non sprouting tree,Adult,Ring bark,Landscape,8.40760
67.00,Follow-up,Non sprouting tree,Seedling,Foliar Spray,Riparian,3.13560
67.00,Follow-up,Non sprouting tree,Seedling,Foliar Spray,Landscape,3.13560
67.00,Follow-up,Non sprouting tree,Seedling,Hand pull,Riparian,3.91960
67.00,Follow-up,Non sprouting tree,Seedling,Hand pull,Landscape,3.91960
67.00,Follow-up,Non sprouting tree,Young,Lopping / Pruning,Riparian,9.55480
67.00,Follow-up,Non sprouting tree,Young,Lopping / Pruning,Landscape,6.36880
67.00,Follow-up,Sprouting tree,Adult,Bark Strip,Riparian,12.18240
67.00,Follow-up,Sprouting tree,Adult,Bark Strip,Landscape,12.18240
67.00,Follow-up,Sprouting tree,Adult,Basal Stem + diesel,Riparian,3.91960
67.00,Follow-up,Sprouting tree,Adult,Basal Stem + diesel,Landscape,3.91960
67.00,Follow-up,Sprouting tree,Adult,Cut stump,Riparian,22.70600
67.00,Follow-up,Sprouting tree,Adult,Cut stump,Landscape,15.13960
67.00,Follow-up,Sprouting tree,Adult,Cut stump + diesel,Riparian,22.70600
67.00,Follow-up,Sprouting tree,Adult,Cut stump + diesel,Landscape,15.13960
67.00,Follow-up,Sprouting tree,Adult,Cut stump + oil,Landscape,15.13960
67.00,Follow-up,Sprouting tree,Adult,Cut stump + oil,Riparian,22.70600
67.00,Follow-up,Sprouting tree,Adult,Frill,Riparian,12.18240
67.00,Follow-up,Sprouting tree,Adult,Frill,Landscape,12.18240
67.00,Follow-up,Sprouting tree,Seedling,Foliar Spray,Riparian,3.13560
67.00,Follow-up,Sprouting tree,Seedling,Foliar Spray,Landscape,3.13560
67.00,Follow-up,Sprouting tree,Seedling,Hand pull,Riparian,3.91960
67.00,Follow-up,Sprouting tree,Seedling,Hand pull,Landscape,3.91960
67.00,Follow-up,Sprouting tree,Young,Bark Strip,Riparian,10.43960
67.00,Follow-up,Sprouting tree,Young,Bark Strip,Landscape,10.43960
67.00,Follow-up,Sprouting tree,Young,Basal Stem + diesel,Riparian,3.91960
67.00,Follow-up,Sprouting tree,Young,Basal Stem + diesel,Landscape,3.91960
67.00,Follow-up,Sprouting tree,Young,Lopping / Pruning,Riparian,13.81760
67.00,Follow-up,Sprouting tree,Young,Lopping / Pruning,Landscape,9.21160
67.00,Initial,All,All,Soil application,Riparian,6.36880
67.00,Initial,All,All,Soil application,Landscape,6.36880
67.00,Initial,Aquatic weed,All,Manual Removal,Riparian,8.58400
67.00,Initial,Aquatic weed,All,Manual Removal,Landscape,8.58400
67.00,Initial,Aquatic weed,All,Spray from boat,Riparian,1.50400
67.00,Initial,Aquatic weed,All,Spray from boat,Landscape,1.50400
67.00,Initial,Aquatic weed,All,Spray from shoreline (bakkie sakkie),Riparian,2.35600
67.00,Initial,Aquatic weed,All,Spray from shoreline (bakkie sakkie),Landscape,2.35600
67.00,Initial,Aquatic weed,All,Spray from shoreline (knapsack),Riparian,4.71200
67.00,Initial,Aquatic weed,All,Spray from shoreline (knapsack),Landscape,4.71200
67.00,Initial,Cactus,Adult,Cut & Spray,Riparian,9.55480
67.00,Initial,Cactus,Adult,Cut & Spray,Landscape,6.36880
67.00,Initial,Cactus,Adult,Stem inject,Riparian,6.36880
67.00,Initial,Cactus,Adult,Stem inject,Landscape,6.36880
67.00,Initial,Cactus,Seedling,Dig out and burn,Riparian,6.36880
67.00,Initial,Cactus,Seedling,Dig out and burn,Landscape,6.36880
67.00,Initial,Cactus,Seedling,Hand pull,Riparian,3.91960
67.00,Initial,Cactus,Seedling,Hand pull,Landscape,3.91960
67.00,Initial,Cactus,Young,Foliar Spray,Landscape,3.91960
67.00,Initial,Cactus,Young,Foliar Spray,Riparian,3.91960
67.00,Initial,Cactus,Young,Stem inject,Riparian,3.91960
67.00,Initial,Cactus,Young,Stem inject,Landscape,3.91960
67.00,Initial,Creeper,Adult,Basal Stem + diesel,Riparian,3.91960
67.00,Initial,Creeper,Adult,Basal Stem + diesel,Landscape,3.91960
67.00,Initial,Creeper,Adult,Cut & Spray,Riparian,9.55480
67.00,Initial,Creeper,Adult,Cut & Spray,Landscape,6.36880
67.00,Initial,Creeper,Adult,Cut & Spray + diesel,Riparian,9.55480
67.00,Initial,Creeper,Adult,Cut & Spray + diesel,Landscape,6.36880
67.00,Initial,Creeper,Seedling,Hand pull,Riparian,3.91960
67.00,Initial,Creeper,Seedling,Hand pull,Landscape,3.91960
67.00,Initial,Creeper,Young,Foliar Spray,Riparian,3.91960
67.00,Initial,Creeper,Young,Foliar Spray,Landscape,3.91960
67.00,Initial,Grass,Adult,Cut & Spray,Landscape,6.36880
67.00,Initial,Grass,Adult,Cut & Spray,Riparian,6.36880
67.00,Initial,Grass,Seedling,Hand pull,Riparian,3.91960
67.00,Initial,Grass,Seedling,Hand pull,Landscape,3.91960
67.00,Initial,Grass,Young,Foliar Spray,Riparian,3.13560
67.00,Initial,Grass,Young,Foliar Spray,Landscape,3.13560
67.00,Initial,Herbaceous,Adult,Basal Stem + diesel,Riparian,3.91960
67.00,Initial,Herbaceous,Adult,Basal Stem + diesel,Landscape,3.91960
67.00,Initial,Herbaceous,Adult,Cut & Spray,Riparian,9.55480
67.00,Initial,Herbaceous,Adult,Cut & Spray,Landscape,6.36880
67.00,Initial,Herbaceous,Adult,Cut & Spray + diesel,Riparian,9.55480
67.00,Initial,Herbaceous,Adult,Cut & Spray + diesel,Landscape,6.36880
67.00,Initial,Herbaceous,Seedling,Hand pull,Riparian,3.91960
67.00,Initial,Herbaceous,Seedling,Hand pull,Landscape,3.91960
67.00,Initial,Herbaceous,Young,Cut below ground,Riparian,6.36880
67.00,Initial,Herbaceous,Young,Cut below ground,Landscape,6.36880
67.00,Initial,Herbaceous,Young,Foliar Spray,Riparian,3.91960
67.00,Initial,Herbaceous,Young,Foliar Spray,Landscape,3.91960
67.00,Initial,Non sprouting tree,Adult,Felling,Riparian,15.66440
67.00,Initial,Non sprouting tree,Adult,Felling,Landscape,10.43960
67.00,Initial,Non sprouting tree,Adult,Ring bark,Riparian,8.40760
67.00,Initial,Non sprouting tree,Adult,Ring bark,Landscape,8.40760
67.00,Initial,Non sprouting tree,Seedling,Foliar Spray,Riparian,3.13560
67.00,Initial,Non sprouting tree,Seedling,Foliar Spray,Landscape,3.13560
67.00,Initial,Non sprouting tree,Seedling,Hand pull,Riparian,3.91960
67.00,Initial,Non sprouting tree,Seedling,Hand pull,Landscape,3.91960
67.00,Initial,Non sprouting tree,Young,Lopping / Pruning,Riparian,9.55480
67.00,Initial,Non sprouting tree,Young,Lopping / Pruning,Landscape,6.36880
67.00,Initial,Sprouting tree,Adult,Bark Strip,Riparian,12.18240
67.00,Initial,Sprouting tree,Adult,Bark Strip,Landscape,12.18240
67.00,Initial,Sprouting tree,Adult,Basal Stem + diesel,Riparian,3.91960
67.00,Initial,Sprouting tree,Adult,Basal Stem + diesel,Landscape,3.91960
67.00,Initial,Sprouting tree,Adult,Cut stump,Riparian,22.70600
67.00,Initial,Sprouting tree,Adult,Cut stump,Landscape,15.13960
67.00,Initial,Sprouting tree,Adult,Cut stump + diesel,Riparian,22.70600
67.00,Initial,Sprouting tree,Adult,Cut stump + diesel,Landscape,15.13960
67.00,Initial,Sprouting tree,Adult,Cut stump + oil,Landscape,15.13960
67.00,Initial,Sprouting tree,Adult,Cut stump + oil,Riparian,22.70600
67.00,Initial,Sprouting tree,Adult,Frill,Riparian,12.18240
67.00,Initial,Sprouting tree,Adult,Frill,Landscape,12.18240
67.00,Initial,Sprouting tree,Seedling,Foliar Spray,Riparian,3.13560
67.00,Initial,Sprouting tree,Seedling,Foliar Spray,Landscape,3.13560
67.00,Initial,Sprouting tree,Seedling,Hand pull,Riparian,3.91960
67.00,Initial,Sprouting tree,Seedling,Hand pull,Landscape,3.91960
67.00,Initial,Sprouting tree,Young,Bark Strip,Riparian,10.43960
67.00,Initial,Sprouting tree,Young,Bark Strip,Landscape,10.43960
67.00,Initial,Sprouting tree,Young,Basal Stem + diesel,Riparian,3.91960
67.00,Initial,Sprouting tree,Young,Basal Stem + diesel,Landscape,3.91960
67.00,Initial,Sprouting tree,Young,Lopping / Pruning,Riparian,13.81760
67.00,Initial,Sprouting tree,Young,Lopping / Pruning,Landscape,9.21160
68.00,Follow-up,All,All,Soil application,Riparian,6.54520
68.00,Follow-up,All,All,Soil application,Landscape,6.54520
68.00,Follow-up,Aquatic weed,All,Manual Removal,Riparian,8.63600
68.00,Follow-up,Aquatic weed,All,Manual Removal,Landscape,8.63600
68.00,Follow-up,Aquatic weed,All,Spray from boat,Riparian,1.51600
68.00,Follow-up,Aquatic weed,All,Spray from boat,Landscape,1.51600
68.00,Follow-up,Aquatic weed,All,Spray from shoreline (bakkie sakkie),Riparian,2.37400
68.00,Follow-up,Aquatic weed,All,Spray from shoreline (bakkie sakkie),Landscape,2.37400
68.00,Follow-up,Aquatic weed,All,Spray from shoreline (knapsack),Riparian,4.74800
68.00,Follow-up,Aquatic weed,All,Spray from shoreline (knapsack),Landscape,4.74800
68.00,Follow-up,Cactus,Adult,Cut & Spray,Riparian,9.81920
68.00,Follow-up,Cactus,Adult,Cut & Spray,Landscape,6.54520
68.00,Follow-up,Cactus,Adult,Stem inject,Riparian,6.54520
68.00,Follow-up,Cactus,Adult,Stem inject,Landscape,6.54520
68.00,Follow-up,Cactus,Seedling,Dig out and burn,Riparian,6.54520
68.00,Follow-up,Cactus,Seedling,Dig out and burn,Landscape,6.54520
68.00,Follow-up,Cactus,Seedling,Hand pull,Riparian,4.02840
68.00,Follow-up,Cactus,Seedling,Hand pull,Landscape,4.02840
68.00,Follow-up,Cactus,Young,Foliar Spray,Riparian,4.02840
68.00,Follow-up,Cactus,Young,Foliar Spray,Landscape,4.02840
68.00,Follow-up,Cactus,Young,Stem inject,Riparian,4.02840
68.00,Follow-up,Cactus,Young,Stem inject,Landscape,4.02840
68.00,Follow-up,Creeper,Adult,Basal Stem + diesel,Riparian,4.02840
68.00,Follow-up,Creeper,Adult,Basal Stem + diesel,Landscape,4.02840
68.00,Follow-up,Creeper,Adult,Cut & Spray,Riparian,9.81920
68.00,Follow-up,Creeper,Adult,Cut & Spray,Landscape,6.54520
68.00,Follow-up,Creeper,Adult,Cut & Spray + diesel,Riparian,9.81920
68.00,Follow-up,Creeper,Adult,Cut & Spray + diesel,Landscape,6.54520
68.00,Follow-up,Creeper,Seedling,Hand pull,Riparian,4.02840
68.00,Follow-up,Creeper,Seedling,Hand pull,Landscape,4.02840
68.00,Follow-up,Creeper,Young,Foliar Spray,Riparian,4.02840
68.00,Follow-up,Creeper,Young,Foliar Spray,Landscape,4.02840
68.00,Follow-up,Grass,Adult,Cut & Spray,Landscape,6.54520
68.00,Follow-up,Grass,Adult,Cut & Spray,Riparian,6.54520
68.00,Follow-up,Grass,Seedling,Hand pull,Riparian,4.02840
68.00,Follow-up,Grass,Seedling,Hand pull,Landscape,4.02840
68.00,Follow-up,Grass,Young,Foliar Spray,Riparian,3.22240
68.00,Follow-up,Grass,Young,Foliar Spray,Landscape,3.22240
68.00,Follow-up,Herbaceous,Adult,Basal Stem + diesel,Riparian,4.02840
68.00,Follow-up,Herbaceous,Adult,Basal Stem + diesel,Landscape,4.02840
68.00,Follow-up,Herbaceous,Adult,Cut & Spray,Riparian,9.81920
68.00,Follow-up,Herbaceous,Adult,Cut & Spray,Landscape,6.54520
68.00,Follow-up,Herbaceous,Adult,Cut & Spray + diesel,Riparian,9.81920
68.00,Follow-up,Herbaceous,Adult,Cut & Spray + diesel,Landscape,6.54520
68.00,Follow-up,Herbaceous,Seedling,Hand pull,Riparian,4.02840
68.00,Follow-up,Herbaceous,Seedling,Hand pull,Landscape,4.02840
68.00,Follow-up,Herbaceous,Young,Cut below ground,Riparian,6.54520
68.00,Follow-up,Herbaceous,Young,Cut below ground,Landscape,6.54520
68.00,Follow-up,Herbaceous,Young,Foliar Spray,Riparian,4.02840
68.00,Follow-up,Herbaceous,Young,Foliar Spray,Landscape,4.02840
68.00,Follow-up,Non sprouting tree,Adult,Felling,Riparian,16.09760
68.00,Follow-up,Non sprouting tree,Adult,Felling,Landscape,10.72840
68.00,Follow-up,Non sprouting tree,Adult,Ring bark,Riparian,8.64040
68.00,Follow-up,Non sprouting tree,Adult,Ring bark,Landscape,8.64040
68.00,Follow-up,Non sprouting tree,Seedling,Foliar Spray,Riparian,3.22240
68.00,Follow-up,Non sprouting tree,Seedling,Foliar Spray,Landscape,3.22240
68.00,Follow-up,Non sprouting tree,Seedling,Hand pull,Riparian,4.02840
68.00,Follow-up,Non sprouting tree,Seedling,Hand pull,Landscape,4.02840
68.00,Follow-up,Non sprouting tree,Young,Lopping / Pruning,Riparian,9.81920
68.00,Follow-up,Non sprouting tree,Young,Lopping / Pruning,Landscape,6.54520
68.00,Follow-up,Sprouting tree,Adult,Bark Strip,Riparian,12.51960
68.00,Follow-up,Sprouting tree,Adult,Bark Strip,Landscape,12.51960
68.00,Follow-up,Sprouting tree,Adult,Basal Stem + diesel,Riparian,4.02840
68.00,Follow-up,Sprouting tree,Adult,Basal Stem + diesel,Landscape,4.02840
68.00,Follow-up,Sprouting tree,Adult,Cut stump,Riparian,23.33400
68.00,Follow-up,Sprouting tree,Adult,Cut stump,Landscape,15.55840
68.00,Follow-up,Sprouting tree,Adult,Cut stump + diesel,Riparian,23.33400
68.00,Follow-up,Sprouting tree,Adult,Cut stump + diesel,Landscape,15.55840
68.00,Follow-up,Sprouting tree,Adult,Cut stump + oil,Riparian,23.33400
68.00,Follow-up,Sprouting tree,Adult,Cut stump + oil,Landscape,15.55840
68.00,Follow-up,Sprouting tree,Adult,Frill,Riparian,12.51960
68.00,Follow-up,Sprouting tree,Adult,Frill,Landscape,12.51960
68.00,Follow-up,Sprouting tree,Seedling,Foliar Spray,Riparian,3.22240
68.00,Follow-up,Sprouting tree,Seedling,Foliar Spray,Landscape,3.22240
68.00,Follow-up,Sprouting tree,Seedling,Hand pull,Riparian,4.02840
68.00,Follow-up,Sprouting tree,Seedling,Hand pull,Landscape,4.02840
68.00,Follow-up,Sprouting tree,Young,Bark Strip,Riparian,10.72840
68.00,Follow-up,Sprouting tree,Young,Bark Strip,Landscape,10.72840
68.00,Follow-up,Sprouting tree,Young,Basal Stem + diesel,Riparian,4.02840
68.00,Follow-up,Sprouting tree,Young,Basal Stem + diesel,Landscape,4.02840
68.00,Follow-up,Sprouting tree,Young,Lopping / Pruning,Riparian,14.20040
68.00,Follow-up,Sprouting tree,Young,Lopping / Pruning,Landscape,9.46640
68.00,Initial,All,All,Soil application,Riparian,6.54520
68.00,Initial,All,All,Soil application,Landscape,6.54520
68.00,Initial,Aquatic weed,All,Manual Removal,Riparian,8.63600
68.00,Initial,Aquatic weed,All,Manual Removal,Landscape,8.63600
68.00,Initial,Aquatic weed,All,Spray from boat,Riparian,1.51600
68.00,Initial,Aquatic weed,All,Spray from boat,Landscape,1.51600
68.00,Initial,Aquatic weed,All,Spray from shoreline (bakkie sakkie),Riparian,2.37400
68.00,Initial,Aquatic weed,All,Spray from shoreline (bakkie sakkie),Landscape,2.37400
68.00,Initial,Aquatic weed,All,Spray from shoreline (knapsack),Riparian,4.74800
68.00,Initial,Aquatic weed,All,Spray from shoreline (knapsack),Landscape,4.74800
68.00,Initial,Cactus,Adult,Cut & Spray,Riparian,9.81920
68.00,Initial,Cactus,Adult,Cut & Spray,Landscape,6.54520
68.00,Initial,Cactus,Adult,Stem inject,Riparian,6.54520
68.00,Initial,Cactus,Adult,Stem inject,Landscape,6.54520
68.00,Initial,Cactus,Seedling,Dig out and burn,Riparian,6.54520
68.00,Initial,Cactus,Seedling,Dig out and burn,Landscape,6.54520
68.00,Initial,Cactus,Seedling,Hand pull,Riparian,4.02840
68.00,Initial,Cactus,Seedling,Hand pull,Landscape,4.02840
68.00,Initial,Cactus,Young,Foliar Spray,Landscape,4.02840
68.00,Initial,Cactus,Young,Foliar Spray,Riparian,4.02840
68.00,Initial,Cactus,Young,Stem inject,Riparian,4.02840
68.00,Initial,Cactus,Young,Stem inject,Landscape,4.02840
68.00,Initial,Creeper,Adult,Basal Stem + diesel,Riparian,4.02840
